Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,catelyn stark,Shadowcats and hill tribes are the least of your concerns.,neutral,0.9114603400230408
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,"Ah... the Eastern Road. We're going to The Vale. You're taking me to your sister's to answer for my imagined crimes. Tell me, Lady Stark. When was the last time you saw your sister?",neutral,0.6692454814910889
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,catelyn stark,Five years ago.,neutral,0.8893059492111206
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,"She's changed. She was always a bit touched, but now... you might as well kill me here.",anger,0.2834072709083557
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,catelyn stark,"I am not a murderer, Lannister.",anger,0.3912365138530731
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,Neither am I! I had nothing to do with the attempt on your son's life!,anger,0.8499116897583008
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,catelyn stark,The dagger found,disgust,0.6115469932556152
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,What sort of imbecile arms an assassin with his own blade?,disgust,0.8456480503082275
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,rodrik cassel,Should I gag him?,disgust,0.6308974027633667
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,Why? Am I starting to make sense?,surprise,0.8028331995010376
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,rodrik cassel,"My Lady, this way.",neutral,0.5036044120788574
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,"Untie me. If I die, what's the point?",anger,0.39794301986694336
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,catelyn stark,Rodrik?,surprise,0.7633992433547974
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,rodrik cassel,"I'll be fine, my Lady. There's no need to bloody yourself.",anger,0.5721338391304016
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bronn,Your first? You need a woman. Nothing like a woman after a fight.,neutral,0.7409981489181519
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,tyrion lannister,"Well, I'm willing if she is.",neutral,0.7910088300704956
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Bran...,neutral,0.7039523124694824
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"The Iron Islands. Sigil - a Kraken. Words - ""We do not sow"".",neutral,0.6260553598403931
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Lords?,neutral,0.5014728903770447
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,The Greyjoys.,neutral,0.6825348734855652
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,"Famed for their skills at archery, navigation and lovemaking.",joy,0.4805065393447876
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,And failed rebellions.,sadness,0.3840148150920868
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Sigil - a stag. - A crowned stag now that Robert's King.,neutral,0.588716983795166
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Good.,neutral,0.4056416153907776
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Words - ""Ours is the fury"". Lords - the Baratheons.",anger,0.9860550761222839
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,The Westerlands - sigil - a lion.,disgust,0.7465777397155762
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Hmm...,neutral,0.8059176206588745
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Words - ""A Lannister always pays his debts.""",neutral,0.7322158813476562
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,"No. A common saying, but not their official motto.",neutral,0.9272102117538452
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Lords - the Lannisters.,neutral,0.8425455093383789
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,We're still on their words.,neutral,0.9319158792495728
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,I don't know them.,surprise,0.7322462201118469
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,You do know them. Think.,neutral,0.8628984689712524
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Unbowed, unbent, unbroken"".",disgust,0.44035962224006653
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,That's House Martell.,neutral,0.8397019505500793
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Righteous in wrath"".",anger,0.9511764645576477
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,House Hornwood.,neutral,0.6778485178947449
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Family, duty, honor"".",disgust,0.4098236560821533
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Those are Tully words... Your mother's. Are we playing a game?,surprise,0.34677278995513916
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"Family, duty, honor""... Is that the right order?",neutral,0.649962306022644
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,You know it is.,neutral,0.6771649122238159
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Family comes first?,neutral,0.6553788185119629
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Your mother had to leave Winterfell to protect the family.,sadness,0.6846933364868164
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,"How can she protect the family, if she's not with her family?",anger,0.5976623892784119
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Your mother sat by your bed for three weeks while you slept.,disgust,0.9436783790588379
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,And then she left!,surprise,0.47835177183151245
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,"When you were born, I was the one who pulled you from your mother. I placed you in her arms. From that moment until the moment she dies, she will love you. Absolutely. Fiercely.",fear,0.8821264505386353
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Why did she leave?,surprise,0.366181343793869
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,"I still can't tell you, but she will be home soon.",neutral,0.38773682713508606
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Do you know where she is now? Today?,surprise,0.566864013671875
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,"No, I don't.",neutral,0.5140916109085083
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Then how can you promise me she'll be home soon?,surprise,0.5621642470359802
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Sometimes I worry you're too smart for your own good.,fear,0.7799638509750366
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,I'll never shoot another arrow.,anger,0.6524545550346375
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,And where is that written?,neutral,0.6645858287811279
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,You need legs to work a bow.,neutral,0.9257922172546387
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,"Hmm... If the saddle Lord Tyrion designed actually works, you could learn to shoot a bow from horseback.",neutral,0.9174474477767944
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,bran stark,Really?,surprise,0.9695847630500793
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,maester luwin,Dothraki boys learn when they're four years old. Why shouldn't you?,anger,0.3790304958820343
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Shh... Keep it down. You're not supposed to be inside the castle walls.,disgust,0.5299152135848999
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,I thought you were supposed to be an important person around here.,surprise,0.677823007106781
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Important enough for the likes of you.,neutral,0.8316307067871094
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,"You're not the only nobleman in my life, you know.",neutral,0.621356189250946
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Who? the Imp? I'd call him half a nobleman.,neutral,0.4755842387676239
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,Jealous?,surprise,0.7209601998329163
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Why should I be jealous?,anger,0.8402843475341797
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Anyone with a few coppers in his pocket can own you for the night. What's a dwarf like down below? I've always wondered.,surprise,0.6603953242301941
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,Might surprise you.,surprise,0.9323828220367432
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Hmm?,surprise,0.866830050945282
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,He's good with his fingers too. And his tongue.,neutral,0.6274664402008057
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,Generous tipper. I guess gold is cheap for a Lannister.,neutral,0.8145473599433899
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,You are jealous.,anger,0.6294515132904053
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,"I'm a Greyjoy. We've been Lords of the Iron Islands for 300 years. There's not a family in Westeros that can look down on us, not even the Lannisters.",neutral,0.7228745818138123
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,And what about the Starks?,neutral,0.9010465145111084
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,I've been Lord Stark's ward since I was eight years old.,neutral,0.5577659010887146
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,"A “ward”, that's a nice word for it. Your father rebelled against King Robert and if he does it again…",neutral,0.5648744106292725
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,My father fought for the freedom of his people! What did your father do? Fucked a cook and whelped a whore.,anger,0.8205400109291077
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,You're a very serious boy.,sadness,0.2963739037513733
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,I'm not a boy.,neutral,0.6928176283836365
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,"Oh, yes you are. A serious boy, with a serious cock.",sadness,0.47936123609542847
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,theon greyjoy,I don't want to pay for it.,anger,0.4138672351837158
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,ros,Then get yourself a wife.,anger,0.4139639139175415
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,arya stark,Come on. I'm not gonna hurt you.,anger,0.449532151222229
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"How is your son, my Lord?",surprise,0.7897245287895203
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,He'll never walk again.,neutral,0.7703883647918701
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,But his mind is sound?,surprise,0.6837364435195923
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,So they say.,neutral,0.9375452399253845
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,A blessing then. I suffered an early mutilation myself. Some doors close forever... others open in the most unexpected places. May I?,surprise,0.8685078620910645
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"If the wrong ears heard what I'm about to tell you, off comes my head. And who would mourn poor Varys then? North or South, they sing no songs for spiders. But there are things you must know. You are the King's Hand and the King is a fool... your friend, I know, but a fool... and doomed unless you save him.",sadness,0.8930859565734863
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I've been in the capital a month. Why have you waited so long to tell me this?,surprise,0.805834949016571
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,I didn't trust you.,fear,0.7098612189292908
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,So why do you trust me now?,fear,0.43014752864837646
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"The Queen is not the only one who has been watching you closely. There are few men of honor in the capital. You are one of them. I would like to believe I am another, strange as that may seem.",surprise,0.7737911343574524
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,What sort of doom does the King face?,fear,0.5306471586227417
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"The same sort as Jon Arryn. The tears of Lys, they call it. A rare and costly thing, as clear and tasteless as water. It leaves no trace.",neutral,0.48244911432266235
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Who gave it to him?,neutral,0.6599650979042053
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"Some dear friend, no doubt. But which one? There were many. Lord Arryn was a kind and trusting man. There was one boy... all he was he owed to Jon Arryn.",neutral,0.8892621397972107
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"The squire, Ser Hugh?",surprise,0.5665662288665771
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,varys,"Pity what happened to him, just when his life seemed to be going so nicely.",disgust,0.5149710774421692
